place_id,name,state,lga,lat,lon,use_for_reachability,anchor_source,anchor_status,anchor_lat,anchor_lon,road_snap_distance_m,road_snap_status,road_snap_highway,road_snap_road_name,input_lat,input_lon,gazetteer_type,gazetteer_lga,gazetteer_seen_types,area_sqkm,point_method,is_hub,place_type,loc_code,source,source_objectid,official_name_raw,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m,graph_component_id,hub_component_candidate_count,all_component_candidate_count,mainland_filter_reason,gazetteer_ref_number,input_to_anchor_distance_m,road_snap_lat,road_snap_lon,road_snap_search_radius_m,road_snap_edge_u,road_snap_edge_v,road_snap_edge_key,road_snap_osmid,road_snap_edge_length_m,road_snap_used_avoided_road_type
qld_locality_4436,Fairney View,QLD,Somerset Regional,-27.48363890,152.65232510,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.48363890,152.65232510,0.0,snapped_to_nearest_usable_road,,,-27.4836389,152.6523251,,,LOCB,11.169721000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,4436,qld_admin_boundaries_locality_boundary,1495,Fairney View,2393442,-27.4841708,152.6524967,69.4,0,54,54,,,0.0,-27.48363890,152.65232510,50.0,2393216,2393442,0,,146.1,false
qld_locality_4946,Fairy Bower,QLD,Rockhampton Regional,-23.41083272,150.46378401,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-23.40472000,150.46472000,690.3,snapped_to_nearest_usable_road,,,-23.4030801,150.4510153,SUB,Rockhampton Regional,SUB,24.596725999999997,road_node_inside_locality_hub_component,0,locality_road_representative_point,4946,qld_admin_boundaries_locality_boundary,1496,Fairy Bower,1067313,-23.4015037,150.4577015,768.5,0,51,51,,48630,1410.4,-23.41083272,150.46378401,800.0,1067425,1067306,0,,1057.9,false
qld_locality_986,Fairymead,QLD,Bundaberg Regional,-24.76804520,152.34609420,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-24.76804520,152.34609420,0.0,snapped_to_nearest_usable_road,,,-24.7680452,152.3460942,,,LOCB,62.979558000000004,road_node_inside_locality_hub_component,0,locality_road_representative_point,986,qld_admin_boundaries_locality_boundary,1498,Fairymead,943486,-24.7694371,152.3421357,472.5,0,63,63,,,0.0,-24.76804520,152.34609420,50.0,943486,943471,0,,2643.4,false
qld_locality_988,Farleigh,QLD,Mackay Regional,-21.10608305,149.10290738,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-21.10611000,149.10306000,16.0,snapped_to_nearest_usable_road,,,-21.1005573,149.0883158,POPL,Mackay Regional,POPL;LOCB,28.877875,road_node_inside_locality_hub_component,0,locality_road_representative_point,988,qld_admin_boundaries_locality_boundary,1501,Farleigh,676834,-21.0956566,149.0898319,608.6,0,97,97,,12217,1649.4,-21.10608305,149.10290738,50.0,676851,676856,0,,462.3,false
qld_locality_991,Farnsfield,QLD,Bundaberg Regional,-25.11199580,152.29205550,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-25.11199580,152.29205550,0.0,snapped_to_nearest_usable_road,,,-25.1119958,152.2920555,,,LOCB,65.372474,road_node_inside_locality_hub_component,0,locality_road_representative_point,991,qld_admin_boundaries_locality_boundary,1503,Farnsfield,1743577,-25.1126746,152.2903498,207.4,0,32,32,,,0.0,-25.11199580,152.29205550,50.0,1743571,1743577,0,,916.2,false
qld_locality_4072,Fassifern Valley,QLD,Scenic Rim Regional,-27.96924810,152.60755740,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.96924810,152.60755740,0.0,snapped_to_nearest_usable_road,,,-27.9692481,152.6075574,,,LOCB,8.808326999999998,road_node_inside_locality_hub_component,0,locality_road_representative_point,4072,qld_admin_boundaries_locality_boundary,1505,Fassifern Valley,2409631,-27.9720726,152.6072212,358.0,0,29,29,,,0.0,-27.96924810,152.60755740,50.0,2409631,2409629,0,,145.8,false
qld_locality_4007,Federal,QLD,Noosa Shire,-26.40488250,152.80940290,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.40488250,152.80940290,0.0,snapped_to_nearest_usable_road,,,-26.4048825,152.8094029,,,LOCB,30.553004,road_node_inside_locality_hub_component,0,locality_road_representative_point,4007,qld_admin_boundaries_locality_boundary,1533,Federal,1994474,-26.4004621,152.8111628,583.3,0,43,45,,,0.0,-26.40488250,152.80940290,50.0,1994967,1994474,0,,3079.7,false
qld_locality_4865,Feluga,QLD,Cassowary Coast Regional,-17.87770760,145.95684220,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.87770760,145.95684220,0.0,snapped_to_nearest_usable_road,,,-17.8777076,145.9568422,,,LOCB,5.997,road_node_inside_locality_hub_component,0,locality_road_representative_point,4865,qld_admin_boundaries_locality_boundary,1412,Feluga,252985,-17.8758967,145.9568467,211.8,0,17,17,,,0.0,-17.87770760,145.95684220,50.0,252985,253001,0,,822.8,false
qld_locality_4274,Ferney,QLD,Fraser Coast Regional,-25.61299530,152.61968150,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-25.61299530,152.61968150,0.0,snapped_to_nearest_usable_road,,,-25.6129953,152.6196815,,,LOCB,7.981001,road_node_inside_locality_hub_component,0,locality_road_representative_point,4274,qld_admin_boundaries_locality_boundary,1372,Ferney,1935949,-25.6141457,152.6216978,265.6,0,13,13,,,0.0,-25.61299530,152.61968150,50.0,1935932,1935949,0,,1765.4,false
qld_locality_1000,Fernvale,QLD,Somerset Regional,-27.45589370,152.65117600,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.45528000,152.65139000,71.9,snapped_to_nearest_usable_road,,,-27.4575304,152.6586878,POPL,Somerset Regional,POPL;LOCB,27.806591,road_node_inside_locality_hub_component,0,locality_road_representative_point,1000,qld_admin_boundaries_locality_boundary,1433,Fernvale,1942103,-27.4560851,152.6596399,210.0,0,290,290,,12316,762.3,-27.45589370,152.65117600,100.0,1917020,1917012,0,,137.2,false
qld_locality_1001,Ferny Glen,QLD,Scenic Rim Regional,-28.07729220,153.16169860,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.07729220,153.16169860,0.0,snapped_to_nearest_usable_road,,,-28.0772922,153.1616986,,,LOCB,12.929378999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,1001,qld_admin_boundaries_locality_boundary,799,Ferny Glen,3750310,-28.0752217,153.1568470,599.9,0,22,22,,,0.0,-28.07729220,153.16169860,50.0,3750310,3750358,0,,1185.6,false
qld_locality_1002,Ferny Grove,QLD,Brisbane City,-27.40275487,152.92814239,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.40278000,152.92833000,18.5,snapped_to_nearest_usable_road,,,-27.4025397,152.9281804,SUB,Brisbane City,SUB,3.816879,road_node_inside_locality_hub_component,0,locality_road_representative_point,1002,qld_admin_boundaries_locality_boundary,800,Ferny Grove,2064526,-27.4031178,152.9278989,79.0,0,498,502,,41375,30.5,-27.40275487,152.92814239,50.0,2064507,2064526,0,,173.1,false
qld_locality_1004,Ferny Hills,QLD,Moreton Bay City,-27.39221741,152.92564131,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.39167000,152.92556000,61.9,snapped_to_nearest_usable_road,,,-27.3914792,152.9234209,SUB,Moreton Bay City,SUB,10.215876999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,1004,qld_admin_boundaries_locality_boundary,801,Ferny Hills,2077914,-27.3916449,152.9236902,36.5,0,573,575,,45436,212.3,-27.39221741,152.92564131,100.0,2072278,2072236,0,,136.4,false
qld_locality_4337,Ficks Crossing,QLD,South Burnett Regional,-26.26547380,151.88341140,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.26547380,151.88341140,0.0,snapped_to_nearest_usable_road,,,-26.2654738,151.8834114,,,FORD;LOCB,13.907689,road_node_inside_locality_hub_component,0,locality_road_representative_point,4337,qld_admin_boundaries_locality_boundary,1126,Ficks Crossing,1789107,-26.2600246,151.8847646,693.0,0,12,12,,,0.0,-26.26547380,151.88341140,50.0,1789027,1789107,0,,324.4,false
qld_locality_4622,Fifteen Mile,QLD,Lockyer Valley Regional,-27.42231200,152.05744760,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.42231200,152.05744760,0.0,snapped_to_nearest_usable_road,,,-27.4223120,152.0574476,,,LOCB,17.007356,road_node_inside_locality_hub_component,0,locality_road_representative_point,4622,qld_admin_boundaries_locality_boundary,1128,Fifteen Mile,1857194,-27.4179777,152.0540402,662.8,0,3,3,,,0.0,-27.42231200,152.05744760,50.0,1848637,1857194,0,,2201.4,false
qld_locality_1005,Fig Tree Pocket,QLD,Brisbane City,-27.52728740,152.96082170,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.52750000,152.96083000,23.9,snapped_to_nearest_usable_road,,,-27.5292423,152.9625005,SUB,Brisbane City,SUB,4.948567,road_node_inside_locality_hub_component,0,locality_road_representative_point,1005,qld_admin_boundaries_locality_boundary,1129,Fig Tree Pocket,1641875,-27.5292959,152.9620949,45.6,0,409,409,,43026,254.3,-27.52728740,152.96082170,50.0,1641742,1641726,0,,35.0,false
qld_locality_1006,Finch Hatton,QLD,Mackay Regional,-21.14027378,148.63305835,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-21.14028000,148.63306000,0.7,snapped_to_nearest_usable_road,,,-21.1313643,148.6107486,POPL,Mackay Regional,POPL;LOCB,147.887993,road_node_inside_locality_hub_component,0,locality_road_representative_point,1006,qld_admin_boundaries_locality_boundary,1130,Finch Hatton,842127,-21.1307440,148.6132052,283.3,0,94,94,,12437,2517.4,-21.14027378,148.63305835,50.0,1334459,1334457,0,,269.2,false
qld_locality_5769,Finlayvale,QLD,Douglas Shire,-16.45364120,145.35598050,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-16.45364120,145.35598050,0.0,snapped_to_nearest_usable_road,,,-16.4536412,145.3559805,,,LOCB,4.4308369999999995,road_node_inside_locality_hub_component,0,locality_road_representative_point,5769,qld_admin_boundaries_locality_boundary,807,Finlayvale,199633,-16.4588418,145.3521387,739.8,0,3,3,,,0.0,-16.45364120,145.35598050,50.0,199633,199682,0,,2377.7,false
qld_locality_4137,Finnie,QLD,Toowoomba Regional,-27.62853080,151.89374050,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.62853080,151.89374050,0.0,snapped_to_nearest_usable_road,,,-27.6285308,151.8937405,,,LOCB,6.1125609999999995,road_node_inside_locality_hub_component,0,locality_road_representative_point,4137,qld_admin_boundaries_locality_boundary,808,Finnie,2352930,-27.6267870,151.8913148,347.7,0,10,10,,,0.0,-27.62853080,151.89374050,50.0,2352830,2352930,0,,878.4,false
qld_locality_4506,Fishermans Pocket,QLD,Gympie Regional,-26.16959850,152.60953610,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.16959850,152.60953610,0.0,snapped_to_nearest_usable_road,,,-26.1695985,152.6095361,,,LOCB,7.719791,road_node_inside_locality_hub_component,0,locality_road_representative_point,4506,qld_admin_boundaries_locality_boundary,810,Fishermans Pocket,1921396,-26.1669802,152.6087255,337.1,0,14,14,,,0.0,-26.16959850,152.60953610,50.0,1921327,1921396,0,,222.4,false
qld_locality_4800,Fitzgerald Creek,QLD,Cassowary Coast Regional,-17.49001720,145.97291220,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.49001720,145.97291220,0.0,snapped_to_nearest_usable_road,,,-17.4900172,145.9729122,,,LOCB,12.640474,road_node_inside_locality_hub_component,0,locality_road_representative_point,4800,qld_admin_boundaries_locality_boundary,1198,Fitzgerald Creek,268608,-17.4939850,145.9774847,688.2,0,15,15,,,0.0,-17.49001720,145.97291220,50.0,268473,268608,0,,1871.3,false
qld_locality_1009,Fitzgibbon,QLD,Brisbane City,-27.34002585,153.03443664,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.34000000,153.03444000,2.9,snapped_to_nearest_usable_road,,,-27.3412842,153.0325218,SUB,Brisbane City,SUB,3.140929,road_node_inside_locality_hub_component,0,locality_road_representative_point,1009,qld_admin_boundaries_locality_boundary,1215,Fitzgibbon,3235904,-27.3414667,153.0327137,31.3,0,543,543,,42576,237.3,-27.34002585,153.03443664,50.0,3234799,3234800,0,,47.3,false
qld_locality_5791,Flagstone,QLD,Logan City,-27.81142140,152.94832580,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.81142140,152.94832580,0.0,snapped_to_nearest_usable_road,,,-27.8114214,152.9483258,,,PEAK;PRSH;NBHD;LOCB,14.442393,road_node_inside_locality_hub_component,0,locality_road_representative_point,5791,qld_admin_boundaries_locality_boundary,1218,Flagstone,3012779,-27.8110253,152.9469329,162.9,0,585,585,,,0.0,-27.81142140,152.94832580,50.0,3012779,3012776,0,,137.0,false
qld_locality_4623,Flagstone Creek,QLD,Lockyer Valley Regional,-27.62641440,152.10220480,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.62641440,152.10220480,0.0,snapped_to_nearest_usable_road,,,-27.6264144,152.1022048,,,STRM;LOCB,44.51402,road_node_inside_locality_hub_component,0,locality_road_representative_point,4623,qld_admin_boundaries_locality_boundary,1217,Flagstone Creek,2369427,-27.6286990,152.1045550,388.4,0,26,26,,,0.0,-27.62641440,152.10220480,50.0,2369427,2369433,0,,666.0,false
qld_locality_4697,Flametree,QLD,Whitsunday Regional,-20.26679140,148.75029020,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-20.26679140,148.75029020,0.0,snapped_to_nearest_usable_road,,,-20.2667914,148.7502902,,,LOCB,2.7865740000000003,road_node_inside_locality_hub_component,0,locality_road_representative_point,4697,qld_admin_boundaries_locality_boundary,1219,Flametree,858829,-20.2681427,148.7499890,163.8,0,30,34,,,0.0,-20.26679140,148.75029020,50.0,858258,858829,0,,348.7,false
qld_locality_1016,Flaxton,QLD,Sunshine Coast Regional,-26.65107640,152.86960790,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.65107640,152.86960790,0.0,snapped_to_nearest_usable_road,,,-26.6510764,152.8696079,,,LOCB,11.640564,road_node_inside_locality_hub_component,0,locality_road_representative_point,1016,qld_admin_boundaries_locality_boundary,875,Flaxton,2216537,-26.6551240,152.8651185,709.9,0,123,125,,,0.0,-26.65107640,152.86960790,50.0,2216537,2216533,0,,460.0,false
qld_locality_5341,Fletcher,QLD,Southern Downs Regional,-28.77482940,151.87210310,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.77482940,151.87210310,0.0,snapped_to_nearest_usable_road,,,-28.7748294,151.8721031,,,LOCB,31.724634,road_node_inside_locality_hub_component,0,locality_road_representative_point,5341,qld_admin_boundaries_locality_boundary,877,Fletcher,2321737,-28.7682552,151.8716189,836.6,0,27,27,,,0.0,-28.77482940,151.87210310,50.0,2321786,2321737,0,,534.4,false
qld_locality_5324,Fleurbaix,QLD,Southern Downs Regional,-28.52650210,151.91798560,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.52650210,151.91798560,0.0,snapped_to_nearest_usable_road,,,-28.5265021,151.9179856,,,LOCB,6.544188,road_node_inside_locality_hub_component,0,locality_road_representative_point,5324,qld_admin_boundaries_locality_boundary,878,Fleurbaix,2288394,-28.5280368,151.9139866,485.8,0,9,9,,,0.0,-28.52650210,151.91798560,50.0,2288392,2288394,0,,1216.2,false
qld_locality_3643,Flinders View,QLD,Ipswich City,-27.65165698,152.77944250,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.65167000,152.77944000,1.5,snapped_to_nearest_usable_road,,,-27.6517280,152.7803657,SUB,Ipswich City,SUB,5.411148,road_node_inside_locality_hub_component,0,locality_road_representative_point,3643,qld_admin_boundaries_locality_boundary,880,Flinders View,1635317,-27.6516912,152.7811052,82.5,0,422,422,,45046,91.4,-27.65165698,152.77944250,50.0,2468934,1635317,0,,146.1,false
qld_locality_1020,Flinton,QLD,Western Downs Regional,-27.89367010,149.55718250,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.89333000,149.55694000,44.9,snapped_to_nearest_usable_road,,,-27.8826809,149.5917500,POPL,Western Downs Regional,PRSH;POPL;LOCB,569.5293690000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,1020,qld_admin_boundaries_locality_boundary,881,Flinton,1573974,-27.8535405,149.5673472,4565.6,0,15,15,,48130,3620.3,-27.89367010,149.55718250,50.0,1573936,1573924,0,,225.9,false
qld_locality_1022,Flying Fish Point,QLD,Cassowary Coast Regional,-17.49660020,146.07512420,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-17.49722000,146.07528000,70.5,snapped_to_nearest_usable_road,,,-17.4962550,146.0764353,POPL,Cassowary Coast Regional,PT;POPL;LOCB,5.488574,road_node_inside_locality_hub_component,0,locality_road_representative_point,1022,qld_admin_boundaries_locality_boundary,1156,Flying Fish Point,1291177,-17.4953977,146.0802338,434.5,0,24,24,,45230,162.9,-17.49660020,146.07512420,100.0,1291180,1291141,0,,197.6,false
qld_locality_3933,Flying Fox,QLD,Scenic Rim Regional,-28.09869430,153.16621810,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.09869430,153.16621810,0.0,snapped_to_nearest_usable_road,,,-28.0986943,153.1662181,,,LOCB,8.646021000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,3933,qld_admin_boundaries_locality_boundary,1157,Flying Fox,3743874,-28.1017275,153.1712573,679.1,0,16,27,,,0.0,-28.09869430,153.16621810,50.0,3743838,3743874,0,,403.3,false
qld_locality_4624,Fordsdale,QLD,Lockyer Valley Regional,-27.72957150,152.11224910,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.72957150,152.11224910,0.0,snapped_to_nearest_usable_road,,,-27.7295715,152.1122491,,,LOCB,64.707161,road_node_inside_locality_hub_component,0,locality_road_representative_point,4624,qld_admin_boundaries_locality_boundary,1158,Fordsdale,2563889,-27.7281532,152.1098847,317.9,0,18,18,,,0.0,-27.72957150,152.11224910,50.0,2563889,2565151,0,,3616.7,false
qld_locality_1025,Forest Creek,QLD,Douglas Shire,-16.23993340,145.35300170,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-16.23993340,145.35300170,0.0,snapped_to_nearest_usable_road,,,-16.2399334,145.3530017,,,STRM;LOCB,22.87604,road_node_inside_locality_hub_component,0,locality_road_representative_point,1025,qld_admin_boundaries_locality_boundary,1170,Forest Creek,195625,-16.2404893,145.3596577,743.7,0,14,14,,,0.0,-16.23993340,145.35300170,50.0,195656,195625,0,,1943.7,false
qld_locality_3786,Forest Glen,QLD,Sunshine Coast Regional,-26.67916910,153.01108880,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.67916910,153.01108880,0.0,snapped_to_nearest_usable_road,,,-26.6791691,153.0110888,,,LOCB,7.208534,road_node_inside_locality_hub_component,0,locality_road_representative_point,3786,qld_admin_boundaries_locality_boundary,1171,Forest Glen,3316904,-26.6771127,153.0114457,259.2,0,239,239,,,0.0,-26.67916910,153.01108880,50.0,3316904,2104759,0,,130.0,false
qld_locality_3129,Forest Hill,QLD,Lockyer Valley Regional,-27.58953241,152.35573292,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.58972000,152.35556000,27.0,snapped_to_nearest_usable_road,,,-27.5839349,152.3636463,POPL,Lockyer Valley Regional,HILL;POPL;LOCB,26.654705999999997,road_node_inside_locality_hub_component,0,locality_road_representative_point,3129,qld_admin_boundaries_locality_boundary,1172,Forest Hill,2399235,-27.5824383,152.3627278,214.0,0,77,77,,12879,1024.2,-27.58953241,152.35573292,50.0,2441475,2398891,0,,128.9,false
qld_locality_3544,Forest Lake,QLD,Brisbane City,-27.62274441,152.96222087,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.62278000,152.96250000,27.5,snapped_to_nearest_usable_road,,,-27.6198795,152.9664508,SUB,Brisbane City,SUB,9.860483,road_node_inside_locality_hub_component,0,locality_road_representative_point,3544,qld_admin_boundaries_locality_boundary,1173,Forest Lake,1653155,-27.6203455,152.9657631,96.4,0,1925,1925,,48324,505.5,-27.62274441,152.96222087,50.0,1651818,1651811,0,,267.1,false
qld_locality_4254,Forest Ridge,QLD,Toowoomba Regional,-27.96131170,151.02954120,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.96131170,151.02954120,0.0,snapped_to_nearest_usable_road,,,-27.9613117,151.0295412,,,LOCB,4.755812,road_node_inside_locality_hub_component,0,locality_road_representative_point,4254,qld_admin_boundaries_locality_boundary,1174,Forest Ridge,1696751,-27.9606082,151.0257704,429.0,0,13,13,,,0.0,-27.96131170,151.02954120,50.0,1696751,1696750,0,,449.8,false
qld_locality_5460,Forest Springs,QLD,Southern Downs Regional,-27.99396600,152.09144340,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.99396600,152.09144340,0.0,snapped_to_nearest_usable_road,,,-27.9939660,152.0914434,,,LOCB,52.403542,road_node_inside_locality_hub_component,0,locality_road_representative_point,5460,qld_admin_boundaries_locality_boundary,1352,Forest Springs,2559647,-27.9906019,152.0862957,712.9,0,15,15,,,0.0,-27.99396600,152.09144340,50.0,2559651,2559647,0,,1330.7,false
qld_locality_1027,Forestdale,QLD,Logan City,-27.66343305,153.00203098,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.66389000,153.00167000,62.2,snapped_to_nearest_usable_road,,,-27.6634682,153.0055004,SUB,Logan City,SUB,6.127465,road_node_inside_locality_hub_component,0,locality_road_representative_point,1027,qld_admin_boundaries_locality_boundary,1353,Forestdale,3722233,-27.6639925,153.0051789,75.0,0,153,153,,45265,380.1,-27.66343305,153.00203098,100.0,3722165,3722195,0,,206.0,false
qld_locality_3496,Foresthome,QLD,Hinchinbrook Shire,-18.61759330,146.21209770,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-18.61759330,146.21209770,0.0,snapped_to_nearest_usable_road,,,-18.6175933,146.2120977,,,LOCB,17.198542,road_node_inside_locality_hub_component,0,locality_road_representative_point,3496,qld_admin_boundaries_locality_boundary,1373,Foresthome,1265164,-18.6106320,146.2083194,919.5,0,11,11,,,0.0,-18.61759330,146.21209770,50.0,1265164,1265047,0,,668.2,false
qld_locality_3670,Forsayth,QLD,Etheridge Shire,-18.58917555,143.60389260,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-18.58917000,143.60361000,29.8,snapped_to_nearest_usable_road,,,-18.6635501,143.6931521,POPL,Etheridge Shire,POPL;LOCB,3701.869438,road_node_inside_locality_hub_component,0,locality_road_representative_point,3670,qld_admin_boundaries_locality_boundary,1378,Forsayth,90666,-18.7448544,143.6981386,9571.5,0,93,95,,12914,12547.0,-18.58917555,143.60389260,50.0,105937,94033,0,,133.2,false
qld_locality_1030,Fortitude Valley,QLD,Brisbane City,-27.45679461,153.03709006,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.45667000,153.03722000,18.9,snapped_to_nearest_usable_road,,,-27.4572501,153.0362413,SUB,Brisbane City,SUB,1.3697169999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,1030,qld_admin_boundaries_locality_boundary,1438,Fortitude Valley,3250256,-27.4573056,153.0362496,7.0,0,387,387,,49857,116.1,-27.45679461,153.03709006,50.0,3250253,3502709,0,,97.2,false
qld_locality_4729,Foulden,QLD,Mackay Regional,-21.13849410,149.14753900,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-21.13849410,149.14753900,0.0,snapped_to_nearest_usable_road,,,-21.1384941,149.1475390,,,LOCB,3.195815,road_node_inside_locality_hub_component,0,locality_road_representative_point,4729,qld_admin_boundaries_locality_boundary,1288,Foulden,881543,-21.1379179,149.1456953,216.5,0,9,9,,,0.0,-21.13849410,149.14753900,50.0,881543,881534,0,,293.4,false
qld_locality_1036,Freestone,QLD,Southern Downs Regional,-28.13428590,152.13295620,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.13428590,152.13295620,0.0,snapped_to_nearest_usable_road,,,-28.1342859,152.1329562,,,LOCB,56.15312,road_node_inside_locality_hub_component,0,locality_road_representative_point,1036,qld_admin_boundaries_locality_boundary,1406,Freestone,2629569,-28.1312337,152.1412267,998.0,0,32,32,,,0.0,-28.13428590,152.13295620,50.0,2629569,2628495,0,,1302.1,false
qld_locality_4074,Frenches Creek,QLD,Scenic Rim Regional,-28.02088580,152.63241850,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.02088580,152.63241850,0.0,snapped_to_nearest_usable_road,,,-28.0208858,152.6324185,,,LOCB,9.724069,road_node_inside_locality_hub_component,0,locality_road_representative_point,4074,qld_admin_boundaries_locality_boundary,1423,Frenches Creek,2603189,-28.0229759,152.6334513,287.6,0,12,12,,,0.0,-28.02088580,152.63241850,50.0,2603173,2603189,0,,1113.5,false
qld_locality_1037,Frenchville,QLD,Rockhampton Regional,-23.34896352,150.54889225,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-23.34917000,150.54889000,23.1,snapped_to_nearest_usable_road,,,-23.3446794,150.5475651,SUB,Rockhampton Regional,SUB,8.566725000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,1037,qld_admin_boundaries_locality_boundary,1424,Frenchville,1451505,-23.3447595,150.5486336,119.3,0,651,651,,48642,517.3,-23.34896352,150.54889225,50.0,1447068,1447091,0,,676.7,false
qld_locality_1038,Freshwater,QLD,Cairns Regional,-16.88562075,145.71153243,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-16.88556000,145.71083000,75.4,snapped_to_nearest_usable_road,,,-16.8836514,145.7138302,SUB,Cairns Regional,SUB,1.74313,road_node_inside_locality_hub_component,0,locality_road_representative_point,1038,qld_admin_boundaries_locality_boundary,1291,Freshwater,282622,-16.8832811,145.7140495,49.5,0,113,113,,48643,383.3,-16.88562075,145.71153243,100.0,282599,128053,0,,125.3,false
qld_locality_4801,Friday Pocket,QLD,Cassowary Coast Regional,-17.84990230,146.00816010,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.84990230,146.00816010,0.0,snapped_to_nearest_usable_road,,,-17.8499023,146.0081601,,,LOCB,10.236671999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,4801,qld_admin_boundaries_locality_boundary,1292,Friday Pocket,250972,-17.8454037,146.0036459,727.5,0,6,6,,,0.0,-17.84990230,146.00816010,50.0,251156,250972,0,,1647.3,false
qld_locality_3583,Gailes,QLD,Ipswich City,-27.61380520,152.91079160,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.61389000,152.91028000,50.8,snapped_to_nearest_usable_road,,,-27.6138052,152.9107916,SUB,Ipswich City,SUB,1.315448,road_node_inside_locality_hub_component,0,locality_road_representative_point,3583,qld_admin_boundaries_locality_boundary,1297,Gailes,2557078,-27.6140239,152.9102292,68.4,0,112,112,,45047,51.3,-27.61380520,152.91079160,100.0,2557077,2557078,0,,65.6,false
