place_id,name,state,lga,lat,lon,use_for_reachability,anchor_source,anchor_status,anchor_lat,anchor_lon,road_snap_distance_m,road_snap_status,road_snap_highway,road_snap_road_name,input_lat,input_lon,gazetteer_type,gazetteer_lga,gazetteer_seen_types,area_sqkm,point_method,is_hub,place_type,loc_code,source,source_objectid,official_name_raw,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m,graph_component_id,hub_component_candidate_count,all_component_candidate_count,mainland_filter_reason,gazetteer_ref_number,input_to_anchor_distance_m,road_snap_lat,road_snap_lon,road_snap_search_radius_m,road_snap_edge_u,road_snap_edge_v,road_snap_edge_key,road_snap_osmid,road_snap_edge_length_m,road_snap_used_avoided_road_type
qld_locality_1527,Lakes Creek,QLD,Rockhampton Regional,-23.37820970,150.56744330,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.37820970,150.56744330,0.0,snapped_to_nearest_usable_road,,,-23.3782097,150.5674433,,,STRM,10.415467,road_node_inside_locality_hub_component,0,locality_road_representative_point,1527,qld_admin_boundaries_locality_boundary,1940,Lakes Creek,1013837,-23.3743611,150.5722991,714.2,0,77,77,,,0.0,-23.37820970,150.56744330,50.0,1013837,1013849,0,,107.1,false
qld_locality_1532,Lamington,QLD,Scenic Rim Regional,-28.27233020,153.02863920,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.27233020,153.02863920,0.0,snapped_to_nearest_usable_road,,,-28.2723302,153.0286392,,,CNTY;PRSH;LOCB,58.204750000000004,road_node_inside_locality_hub_component,0,locality_road_representative_point,1532,qld_admin_boundaries_locality_boundary,1944,Lamington,3690065,-28.2683034,153.0234487,770.0,0,22,24,,,0.0,-28.27233020,153.02863920,50.0,3690065,3682220,0,,1625.5,false
qld_locality_5086,Lammermoor,QLD,Livingstone Shire,-23.16427930,150.77147000,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.16427930,150.77147000,0.0,snapped_to_nearest_usable_road,,,-23.1642793,150.7714700,,,PRSH;LOCB,10.697485,road_node_inside_locality_hub_component,0,locality_road_representative_point,5086,qld_admin_boundaries_locality_boundary,2006,Lammermoor,1449462,-23.1631439,150.7696700,243.0,0,182,182,,,0.0,-23.16427930,150.77147000,50.0,1449462,1449461,0,,52.1,false
qld_locality_3792,Landers Shoot,QLD,Sunshine Coast Regional,-26.71264800,152.92613760,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.71264800,152.92613760,0.0,snapped_to_nearest_usable_road,,,-26.7126480,152.9261376,,,LOCB,4.703114,road_node_inside_locality_hub_component,0,locality_road_representative_point,3792,qld_admin_boundaries_locality_boundary,2024,Landers Shoot,2234679,-26.7146016,152.9277811,304.5,0,17,17,,,0.0,-26.71264800,152.92613760,50.0,2234670,2234679,0,,246.0,false
qld_locality_1533,Landsborough,QLD,Sunshine Coast Regional,-26.80918438,152.96556017,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.80917000,152.96556000,1.6,snapped_to_nearest_usable_road,,,-26.8099397,152.9892405,POPL,Sunshine Coast Regional,CNTY;POPL;PRSH;LOCB,60.034065,road_node_inside_locality_hub_component,0,locality_road_representative_point,1533,qld_admin_boundaries_locality_boundary,1970,Landsborough,2107959,-26.8109467,152.9904311,182.6,0,410,412,,18919,2351.7,-26.80918438,152.96556017,50.0,2095779,2095762,0,,51.0,false
qld_locality_5194,Lanefield,QLD,Ipswich City,-27.65604510,152.55986180,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.65604510,152.55986180,0.0,snapped_to_nearest_usable_road,,,-27.6560451,152.5598618,,,LOCB,16.806782,road_node_inside_locality_hub_component,0,locality_road_representative_point,5194,qld_admin_boundaries_locality_boundary,1971,Lanefield,2407617,-27.6568395,152.5574012,291.5,0,13,13,,,0.0,-27.65604510,152.55986180,50.0,2407617,2407624,0,,1084.4,false
qld_locality_5225,Langlands,QLD,Western Downs Regional,-26.68516630,150.98742790,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.68516630,150.98742790,0.0,snapped_to_nearest_usable_road,,,-26.6851663,150.9874279,,,LOCB,49.673781999999996,road_node_inside_locality_hub_component,0,locality_road_representative_point,5225,qld_admin_boundaries_locality_boundary,1972,Langlands,1092119,-26.6925435,150.9844935,975.5,0,9,9,,,0.0,-26.68516630,150.98742790,50.0,1091535,1092119,0,,2852.2,false
qld_locality_3165,Langshaw,QLD,Gympie Regional,-26.29950090,152.58207630,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.29950090,152.58207630,0.0,snapped_to_nearest_usable_road,,,-26.2995009,152.5820763,,,LOCB,41.842337,road_node_inside_locality_hub_component,0,locality_road_representative_point,3165,qld_admin_boundaries_locality_boundary,1975,Langshaw,1881178,-26.2998675,152.5798888,247.7,0,20,20,,,0.0,-26.29950090,152.58207630,50.0,1881178,1881203,0,,2190.8,false
qld_locality_1542,Lanskey,QLD,Mount Isa City,-20.68978195,139.49898614,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-20.68861000,139.49833000,147.2,snapped_to_nearest_usable_road,,,-20.6860098,139.4975964,SUB,Mount Isa City,SUB,1.0294530000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,1542,qld_admin_boundaries_locality_boundary,2034,Lanskey,408716,-20.6877826,139.4994427,294.5,0,16,16,,42462,299.0,-20.68978195,139.49898614,200.0,16206,408710,0,,289.8,false
qld_locality_1543,Larapinta,QLD,Brisbane City,-27.64081614,153.00639167,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.64083000,153.00639000,1.6,snapped_to_nearest_usable_road,,,-27.6412264,153.0070303,SUB,Brisbane City,SUB,5.964314,road_node_inside_locality_hub_component,0,locality_road_representative_point,1543,qld_admin_boundaries_locality_boundary,2035,Larapinta,3699978,-27.6406214,153.0069044,77.3,0,228,228,,46546,76.9,-27.64081614,153.00639167,50.0,3700000,3102957,0,,344.5,false
qld_locality_3942,Laravale,QLD,Scenic Rim Regional,-28.08752580,152.93573410,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.08752580,152.93573410,0.0,snapped_to_nearest_usable_road,,,-28.0875258,152.9357341,,,LOCB,57.127539,road_node_inside_locality_hub_component,0,locality_road_representative_point,3942,qld_admin_boundaries_locality_boundary,2036,Laravale,2479739,-28.0878303,152.9348024,110.6,0,23,23,,,0.0,-28.08752580,152.93573410,50.0,2479724,2479739,0,,109.2,false
qld_locality_3440,Lark Hill,QLD,Somerset Regional,-27.52593400,152.59240980,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.52593400,152.59240980,0.0,snapped_to_nearest_usable_road,,,-27.5259340,152.5924098,,,LOCB,4.019138,road_node_inside_locality_hub_component,0,locality_road_representative_point,3440,qld_admin_boundaries_locality_boundary,2037,Lark Hill,2395522,-27.5251310,152.5929650,118.2,0,33,33,,,0.0,-27.52593400,152.59240980,50.0,2395531,2395522,0,,264.4,false
qld_locality_1545,Laura,QLD,Cook Shire,-15.55769079,144.44645125,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-15.55764274,144.44639265,8.2,snapped_to_nearest_usable_road,,,-15.4204112,144.1847584,POPL,Cook Shire,POPL;PRSH;LOCB,7758.631449,road_node_inside_locality_hub_component,0,locality_road_representative_point,1545,qld_admin_boundaries_locality_boundary,2038,Laura,138887,-15.4492669,144.0752440,12638.3,0,86,88,,19042,31919.6,-15.55769079,144.44645125,50.0,142331,142325,0,,425.8,false
qld_locality_4257,Lavelle,QLD,Toowoomba Regional,-28.00313760,151.28406420,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.00313760,151.28406420,0.0,snapped_to_nearest_usable_road,,,-28.0031376,151.2840642,,,LOCB,20.248343000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,4257,qld_admin_boundaries_locality_boundary,1671,Lavelle,1677964,-28.0040730,151.2827910,184.4,0,4,4,,,0.0,-28.00313760,151.28406420,50.0,1677970,1677964,0,,1236.3,false
qld_locality_3992,Lawes,QLD,Lockyer Valley Regional,-27.56656960,152.33350280,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.56656960,152.33350280,0.0,snapped_to_nearest_usable_road,,,-27.5665696,152.3335028,,,LOCB,15.182874,road_node_inside_locality_hub_component,0,locality_road_representative_point,3992,qld_admin_boundaries_locality_boundary,2017,Lawes,2398145,-27.5652144,152.3309823,328.2,0,128,128,,,0.0,-27.56656960,152.33350280,50.0,2398147,2398145,0,,383.2,false
qld_locality_1548,Lawnton,QLD,Moreton Bay City,-27.28195323,152.98245795,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.28194000,152.98250000,4.4,snapped_to_nearest_usable_road,,,-27.2827153,152.9799573,SUB,Moreton Bay City,SUB,8.637627,road_node_inside_locality_hub_component,0,locality_road_representative_point,1548,qld_admin_boundaries_locality_boundary,2040,Lawnton,3601179,-27.2821880,152.9795974,77.3,0,746,748,,45446,265.7,-27.28195323,152.98245795,50.0,3604709,3604727,0,,61.4,false
qld_locality_4449,Leafdale,QLD,South Burnett Regional,-26.24614110,151.77038620,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.24614110,151.77038620,0.0,snapped_to_nearest_usable_road,,,-26.2461411,151.7703862,,,LOCB,15.299287000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,4449,qld_admin_boundaries_locality_boundary,1685,Leafdale,1776579,-26.2404231,151.7712301,715.9,0,5,5,,,0.0,-26.24614110,151.77038620,50.0,1780953,1776579,0,,278.8,false
qld_locality_3586,Leichhardt,QLD,Ipswich City,-27.62316517,152.73331381,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.62306000,152.73361000,31.2,snapped_to_nearest_usable_road,,,-27.6222065,152.7349522,SUB,Ipswich City,SUB,2.91757,road_node_inside_locality_hub_component,0,locality_road_representative_point,3586,qld_admin_boundaries_locality_boundary,1687,Leichhardt,1642024,-27.6230848,152.7352373,114.8,0,210,210,,45056,162.8,-27.62316517,152.73331381,50.0,1641984,1641980,0,,73.2,false
qld_locality_4258,Lemontree,QLD,Toowoomba Regional,-27.78334330,151.30503060,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.78334330,151.30503060,0.0,snapped_to_nearest_usable_road,,,-27.7833433,151.3050306,,,LOCB,49.102491,road_node_inside_locality_hub_component,0,locality_road_representative_point,4258,qld_admin_boundaries_locality_boundary,1692,Lemontree,1679837,-27.7893453,151.3036472,770.8,0,10,10,,,0.0,-27.78334330,151.30503060,50.0,1679837,1619834,0,,4554.3,false
qld_locality_1553,Lethebrook,QLD,Whitsunday Regional,-20.54062820,148.64962670,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-20.54062820,148.64962670,0.0,snapped_to_nearest_usable_road,,,-20.5406282,148.6496267,,,LOCB,18.390560999999998,road_node_inside_locality_hub_component,0,locality_road_representative_point,1553,qld_admin_boundaries_locality_boundary,1695,Lethebrook,856798,-20.5449244,148.6513236,544.5,0,19,19,,,0.0,-20.54062820,148.64962670,50.0,856780,856798,0,,1123.9,false
qld_locality_1554,Leyburn,QLD,Southern Downs Regional,-28.01213683,151.58318709,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-28.01222000,151.58389000,68.9,snapped_to_nearest_usable_road,,,-28.0487991,151.5873572,POPL,Southern Downs Regional,POPL;PRSH,187.916764,road_node_inside_locality_hub_component,0,locality_road_representative_point,1554,qld_admin_boundaries_locality_boundary,1696,Leyburn,2265607,-28.0385393,151.5894625,1315.1,0,94,94,,19259,4081.6,-28.01213683,151.58318709,100.0,2265675,2265723,0,,234.3,false
qld_locality_4151,Leyburn,QLD,Toowoomba Regional,-28.01213683,151.58318709,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_only_review_lga,-28.01222000,151.58389000,68.9,snapped_to_nearest_usable_road,,,-27.9530302,151.6102879,POPL,Southern Downs Regional,POPL;PRSH,65.165154,road_node_inside_locality_hub_component,0,locality_road_representative_point,4151,qld_admin_boundaries_locality_boundary,1697,Leyburn,2268084,-27.9612077,151.6066345,1107.9,0,20,20,,19259,7073.7,-28.01213683,151.58318709,100.0,2265675,2265723,0,,234.3,false
qld_locality_4922,Leydens Hill,QLD,Rockhampton Regional,-23.61612670,150.41773820,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.61612670,150.41773820,0.0,snapped_to_nearest_usable_road,,,-23.6161267,150.4177382,,,LOCB,4.297803,road_node_inside_locality_hub_component,0,locality_road_representative_point,4922,qld_admin_boundaries_locality_boundary,1698,Leydens Hill,1056391,-23.6101539,150.4148693,792.8,0,3,3,,,0.0,-23.61612670,150.41773820,50.0,1056541,1056391,0,,1637.1,false
qld_locality_4631,Lilydale,QLD,Lockyer Valley Regional,-27.60685050,152.14153230,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.60685050,152.14153230,0.0,snapped_to_nearest_usable_road,,,-27.6068505,152.1415323,,,PRSH;LOCB,9.842618000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,4631,qld_admin_boundaries_locality_boundary,1770,Lilydale,2372279,-27.6093713,152.1430174,357.2,0,10,10,,,0.0,-27.60685050,152.14153230,50.0,2372364,2372279,0,,1044.4,false
qld_locality_5528,Lilyvale,QLD,Toowoomba Regional,-27.42770250,151.87599870,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.42770250,151.87599870,0.0,snapped_to_nearest_usable_road,,,-27.4277025,151.8759987,,,PRSH,6.173305,road_node_inside_locality_hub_component,0,locality_road_representative_point,5528,qld_admin_boundaries_locality_boundary,1850,Lilyvale,1850394,-27.4316008,151.8732541,576.5,0,4,4,,,0.0,-27.42770250,151.87599870,50.0,1811524,1850394,0,,563.6,false
qld_locality_5807,Lilywood,QLD,Moreton Bay City,-27.10418080,152.89649460,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.10418080,152.89649460,0.0,snapped_to_nearest_usable_road,,,-27.1041808,152.8964946,,,LOCB,2.811113,road_node_inside_locality_hub_component,0,locality_road_representative_point,5807,qld_admin_boundaries_locality_boundary,1851,Lilywood,2164681,-27.1018055,152.8991651,420.2,0,27,27,,,0.0,-27.10418080,152.89649460,50.0,2164678,2164681,0,,289.5,false
qld_locality_4965,Limestone Creek,QLD,Rockhampton Regional,-23.28678834,150.56549325,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-23.28833000,150.56528000,173.8,snapped_to_nearest_usable_road,,,-23.2861383,150.5625245,SUB,Rockhampton Regional,STRM;SUB,22.771915,road_node_inside_locality_hub_component,0,locality_road_representative_point,4965,qld_admin_boundaries_locality_boundary,1852,Limestone Creek,1453186,-23.2873600,150.5613471,197.7,0,55,55,,48730,372.3,-23.28678834,150.56549325,200.0,1017772,1453186,0,,714.1,false
qld_locality_5100,Limestone Ridges,QLD,Scenic Rim Regional,-27.83676120,152.72769430,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.83676120,152.72769430,0.0,snapped_to_nearest_usable_road,,,-27.8367612,152.7276943,,,LOCB,13.850538,road_node_inside_locality_hub_component,0,locality_road_representative_point,5100,qld_admin_boundaries_locality_boundary,1872,Limestone Ridges,2571717,-27.8322439,152.7257272,609.4,0,3,3,,,0.0,-27.83676120,152.72769430,50.0,2571717,2571743,0,,1046.9,false
qld_locality_1559,Linville,QLD,Somerset Regional,-26.84194987,152.27691620,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.84194000,152.27694000,2.6,snapped_to_nearest_usable_road,,,-26.8169783,152.2407672,POPL,Somerset Regional,POPL;LOCB,144.978657,road_node_inside_locality_hub_component,0,locality_road_representative_point,1559,qld_admin_boundaries_locality_boundary,2211,Linville,1824873,-26.8096096,152.2370364,1008.6,0,42,42,,19467,4537.3,-26.84194987,152.27691620,50.0,1868184,1868185,0,,207.8,false
qld_locality_3972,Little Mountain,QLD,Sunshine Coast Regional,-26.78521324,153.09285533,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.78556000,153.09278000,39.6,snapped_to_nearest_usable_road,,,-26.7847308,153.0943752,SUB,Sunshine Coast Regional,SUB,7.5866299999999995,road_node_inside_locality_hub_component,0,locality_road_representative_point,3972,qld_admin_boundaries_locality_boundary,2212,Little Mountain,3376675,-26.7857451,153.0946503,130.1,0,673,673,,48731,183.2,-26.78521324,153.09285533,50.0,3281160,3377427,0,,711.1,false
qld_locality_5667,Little Mulgrave,QLD,Cairns Regional,-17.13176210,145.70459950,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.13176210,145.70459950,0.0,snapped_to_nearest_usable_road,,,-17.1317621,145.7045995,,,LOCB,18.763462,road_node_inside_locality_hub_component,0,locality_road_representative_point,5667,qld_admin_boundaries_locality_boundary,2213,Little Mulgrave,223431,-17.1300573,145.7046277,198.6,0,30,30,,,0.0,-17.13176210,145.70459950,50.0,223431,223464,0,,971.5,false
qld_locality_1565,Loch Lomond,QLD,Southern Downs Regional,-28.32298300,152.17765000,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.32298300,152.17765000,0.0,snapped_to_nearest_usable_road,,,-28.3229830,152.1776500,,,LOCB,69.041855,road_node_inside_locality_hub_component,0,locality_road_representative_point,1565,qld_admin_boundaries_locality_boundary,2216,Loch Lomond,2629078,-28.3307794,152.1773719,986.4,0,29,29,,,0.0,-28.32298300,152.17765000,50.0,2629078,2287084,0,,1239.0,false
qld_locality_5783,Lockhart River,QLD,Cook Shire,-12.78515915,143.34297704,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_only_review_lga,-12.78516042,143.34305028,8.1,snapped_to_nearest_usable_road,,,-12.7951070,143.3607320,POPL,Lockhart River Aboriginal Shire,POPL;STRM,2228.081667,road_node_inside_locality_hub_component,0,locality_road_representative_point,5783,qld_admin_boundaries_locality_boundary,2218,Lockhart River,328811,-13.1324788,143.5979617,46718.4,0,1,1,,19856,2213.5,-12.78515915,143.34297704,50.0,315148,315132,0,,84.9,false
qld_locality_5576,Lockhart River,QLD,Lockhart River Aboriginal Shire,-12.78515915,143.34297704,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-12.78516042,143.34305028,8.1,snapped_to_nearest_usable_road,,,-13.1194060,143.0015886,POPL,Lockhart River Aboriginal Shire,POPL;STRM,3601.073804,road_node_inside_locality_hub_component,0,locality_road_representative_point,5576,qld_admin_boundaries_locality_boundary,2219,Lockhart River,327200,-13.0186915,143.2122423,26122.2,0,65,65,,19856,52445.7,-12.78515915,143.34297704,50.0,315148,315132,0,,84.9,false
qld_locality_3512,Lockrose,QLD,Lockyer Valley Regional,-27.49305570,152.45529980,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.49305570,152.45529980,0.0,snapped_to_nearest_usable_road,,,-27.4930557,152.4552998,,,,12.897975,road_node_inside_locality_hub_component,0,locality_road_representative_point,3512,qld_admin_boundaries_locality_boundary,2220,Lockrose,2383668,-27.4898909,152.4552679,397.2,0,39,39,,,0.0,-27.49305570,152.45529980,50.0,2383668,2383667,0,,223.5,false
qld_locality_1568,Lockrose,QLD,Somerset Regional,-27.49878740,152.48031450,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.49878740,152.48031450,0.0,snapped_to_nearest_usable_road,,,-27.4987874,152.4803145,,,,2.7955300000000003,road_node_inside_locality_hub_component,0,locality_road_representative_point,1568,qld_admin_boundaries_locality_boundary,2128,Lockrose,2383609,-27.4950491,152.4826585,536.8,0,6,6,,,0.0,-27.49878740,152.48031450,50.0,2383609,1852993,0,,1050.9,false
qld_locality_4029,Lockyer,QLD,Lockyer Valley Regional,-27.51026810,152.07050210,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.51026810,152.07050210,0.0,snapped_to_nearest_usable_road,,,-27.5102681,152.0705021,,,PRSH;LOCB,17.860504000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,4029,qld_admin_boundaries_locality_boundary,2139,Lockyer,1848809,-27.5061598,152.0691539,537.0,0,19,19,,,0.0,-27.51026810,152.07050210,50.0,1848809,2634918,0,,630.9,false
qld_locality_3623,Lockyer Waters,QLD,Lockyer Valley Regional,-27.45385650,152.40422010,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.45385650,152.40422010,0.0,snapped_to_nearest_usable_road,,,-27.4538565,152.4042201,,,LOCB,16.589045,road_node_inside_locality_hub_component,0,locality_road_representative_point,3623,qld_admin_boundaries_locality_boundary,2129,Lockyer Waters,1849651,-27.4531683,152.4037425,101.4,0,28,28,,,0.0,-27.45385650,152.40422010,50.0,1849651,1907285,0,,940.7,false
qld_locality_3889,Logan Central,QLD,Logan City,-27.64349330,153.10774740,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.64361000,153.10750000,27.4,snapped_to_nearest_usable_road,,,-27.6446996,153.1092500,SUB,Logan City,SUB,2.883783,road_node_inside_locality_hub_component,0,locality_road_representative_point,3889,qld_admin_boundaries_locality_boundary,2140,Logan Central,3087417,-27.6447986,153.1091506,16.6,0,667,667,,45272,210.7,-27.64349330,153.10774740,50.0,3092176,3087416,0,,167.3,false
qld_locality_3890,Logan Reserve,QLD,Logan City,-27.71696855,153.10688459,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.71694000,153.10667000,21.1,snapped_to_nearest_usable_road,,,-27.7175100,153.1073042,SUB,Logan City,SUB,14.617899000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,3890,qld_admin_boundaries_locality_boundary,2141,Logan Reserve,3052912,-27.7173485,153.1073501,20.9,0,584,584,,45275,89.0,-27.71696855,153.10688459,50.0,3052779,3052843,0,,132.2,false
qld_locality_1571,Logan Village,QLD,Logan City,-27.76592363,153.10907339,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.76590200,153.10913100,6.1,snapped_to_nearest_usable_road,,,-27.7894534,153.1155849,POPL,Logan City,POPL;LOCB,39.473448,road_node_inside_locality_hub_component,0,locality_road_representative_point,1571,qld_admin_boundaries_locality_boundary,2142,Logan Village,3046290,-27.7893057,153.1169067,148.3,0,520,520,,39189,2694.7,-27.76592363,153.10907339,50.0,3765409,3765429,0,,52.0,false
qld_locality_1572,Loganholme,QLD,Logan City,-27.68320717,153.18952522,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.68306000,153.18944000,18.5,snapped_to_nearest_usable_road,,,-27.6828603,153.1924607,SUB,Logan City,SUB,9.082865,road_node_inside_locality_hub_component,0,locality_road_representative_point,1572,qld_admin_boundaries_locality_boundary,2143,Loganholme,3079816,-27.6828400,153.1923426,13.4,0,567,567,,45273,298.3,-27.68320717,153.18952522,50.0,3080644,3079749,0,,109.2,false
qld_locality_1573,Loganlea,QLD,Logan City,-27.67548509,153.13385363,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.67528000,153.13389000,23.3,snapped_to_nearest_usable_road,,,-27.6757142,153.1345793,SUB,Logan City,SUB,5.597454000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,1573,qld_admin_boundaries_locality_boundary,2144,Loganlea,3804702,-27.6753911,153.1348679,51.8,0,578,578,,45274,83.3,-27.67548509,153.13385363,50.0,3150947,3804702,0,,246.9,false
qld_locality_4523,Long Flat,QLD,Gympie Regional,-26.27050800,152.66300150,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.27050800,152.66300150,0.0,snapped_to_nearest_usable_road,,,-26.2705080,152.6630015,,,LOCB,5.542955,road_node_inside_locality_hub_component,0,locality_road_representative_point,4523,qld_admin_boundaries_locality_boundary,2258,Long Flat,1966165,-26.2665363,152.6599000,601.9,0,9,9,,,0.0,-26.27050800,152.66300150,50.0,1966165,1966158,0,,1024.5,false
qld_locality_3474,Long Pocket,QLD,Hinchinbrook Shire,-18.51497950,145.97569140,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-18.51497950,145.97569140,0.0,snapped_to_nearest_usable_road,,,-18.5149795,145.9756914,,,POCK;LOCB,43.918143,road_node_inside_locality_hub_component,0,locality_road_representative_point,3474,qld_admin_boundaries_locality_boundary,2259,Long Pocket,1254035,-18.5181209,145.9802449,626.8,0,18,18,,,0.0,-18.51497950,145.97569140,50.0,1254035,1258988,0,,2887.6,false
qld_locality_1578,Lota,QLD,Brisbane City,-27.46626404,153.18617973,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.46639000,153.18583000,37.0,snapped_to_nearest_usable_road,,,-27.4677973,153.1926238,SUB,Brisbane City,SUB,3.493815,road_node_inside_locality_hub_component,0,locality_road_representative_point,1578,qld_admin_boundaries_locality_boundary,2261,Lota,3480424,-27.4676091,153.1931418,62.3,0,128,128,,43245,688.3,-27.46626404,153.18617973,50.0,3300185,3300193,0,,109.1,false
qld_locality_1585,Lower Beechmont,QLD,Gold Coast City,-28.04778750,153.24579880,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.04778750,153.24579880,0.0,snapped_to_nearest_usable_road,,,-28.0477875,153.2457988,,,LOCB,16.526815000000003,road_node_inside_locality_hub_component,0,locality_road_representative_point,1585,qld_admin_boundaries_locality_boundary,2131,Lower Beechmont,3748174,-28.0474181,153.2442875,174.6,0,147,147,,,0.0,-28.04778750,153.24579880,50.0,3748174,2826971,0,,112.5,false
qld_locality_4815,Lower Cowley,QLD,Cassowary Coast Regional,-17.69658250,146.07442500,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.69658250,146.07442500,0.0,snapped_to_nearest_usable_road,,,-17.6965825,146.0744250,,,LOCB,12.019688,road_node_inside_locality_hub_component,0,locality_road_representative_point,4815,qld_admin_boundaries_locality_boundary,2145,Lower Cowley,1289875,-17.6950114,146.0723994,290.8,0,6,6,,,0.0,-17.69658250,146.07442500,50.0,1289954,1289875,0,,4891.6,false
qld_locality_5013,Lower Daintree,QLD,Douglas Shire,-16.29393300,145.38836670,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-16.29393300,145.38836670,0.0,snapped_to_nearest_usable_road,,,-16.2939330,145.3883667,,,LOCB,66.48593,road_node_inside_locality_hub_component,0,locality_road_representative_point,5013,qld_admin_boundaries_locality_boundary,2288,Lower Daintree,195154,-16.2861228,145.3908152,945.9,0,46,46,,,0.0,-16.29393300,145.38836670,50.0,195154,195137,0,,2666.6,false
qld_locality_5196,Lower Mount Walker,QLD,Ipswich City,-27.71768280,152.51222160,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.71768280,152.51222160,0.0,snapped_to_nearest_usable_road,,,-27.7176828,152.5122216,,,,39.517942,road_node_inside_locality_hub_component,0,locality_road_representative_point,5196,qld_admin_boundaries_locality_boundary,2289,Lower Mount Walker,2407054,-27.7177997,152.5055637,741.3,0,23,23,,,0.0,-27.71768280,152.51222160,50.0,2407054,2408774,0,,250.4,false
